id_municipio,projecao_icr_2033_linear,inclinacao_icr_aa,n_obs,sigla_uf,regiao,porte,icr_sm_ultimo_observado,variacao_pp_ultimo_2033,acima_limite_internacional_2033
1505551,6.418485418525279,0.4014211145320981,3.0,PA,Norte,<5 mil,1.7326732673267329,4.6858121511985455,True
1505601,0.0,-0.35384962812314974,22.0,PA,Norte,<5 mil,5.7609427394629495,-5.7609427394629495,False
1505650,,,2.0,PA,Norte,5-20 mil,0.0,,False
1505700,0.0,-0.25519530738816804,23.0,PA,Norte,5-20 mil,5.757376706077201,-5.757376706077201,False
1505809,0.0,-0.46871941477202833,22.0,PA,Norte,20-50 mil,4.1551678589949725,-4.1551678589949725,False
1505908,,,0.0,PA,Norte,5-20 mil,,,False
1506005,0.1375052816306379,-0.19190818743357058,22.0,PA,Norte,5-20 mil,5.847832117720726,-5.710326836090088,False
1506104,0.600275005254673,-0.1370929078028243,7.0,PA,Norte,5-20 mil,4.62961155763398,-4.0293365523793065,False
1506112,,,1.0,PA,Norte,5-20 mil,4.500319275765582,,False
1506138,0.0,-0.35868355937901675,17.0,PA,Norte,50-100 mil,3.275024352534855,-3.275024352534855,False
1506161,,,1.0,PA,Norte,5-20 mil,1.0932475884244373,,False
1506187,2.7443231256510785,-0.1269603878507618,17.0,PA,Norte,20-50 mil,3.781049131892315,-1.0367260062412367,False
1506195,4.973279750657753,0.2113139640371605,11.0,PA,Norte,5-20 mil,4.117870967907083,0.8554087827506693,False
